Enter text here, select options and click the "Remove Duplicate Lines" button from above.
Duplicate text removal is only between content on new lines and duplicate text within the same line will not be removed.
The line order/sorting will not be affected other than subsequent duplicate lines being deleted.
Check the "Case sensitive." checkbox for case sensitive matching of duplicate line removal.
Check the "Remove empty lines." checkbox to remove/delete all blank/empty lines.
Check the "Display removed." checkbox to save removed lines. Lines are prefixed with removal information for reference.

Example:
Click the "Remove Duplicate Lines" button and watch these duplicate lines become one.

Note: For files too large to successfully load into this text field, use the "Big File Tool" link below.
Privacy of Daidversion,idJDM,idBN,valeurComparaison,repJDM,sensBN,defBN
2,318246,00044987n,1034,aiguille>montre@fr,WIKT:FR:petite_aiguille
2,214113,00057168n,1041,aiguille>seringue@fr,OMWIKI:FR:aiguille
2,214112,16096171n,535,aiguille>conifère@fr,WIKI:FR:Pinophyta
2,267134,00074302n,1020,dard>aiguillon@fr,WIKI:FR:dard_(biologie)
2,267134,00010745n,827,dard>aiguillon@fr,WIKI:FR:piqûre_d'insecte
2,218604,00034250n,3458,violon>musicien@fr,WIKI:FR:violon
2,218605,00019832n,1099,violon>prison@fr,OMWIKI:FR:prison
2,213844,00033518n,655,torpille>poisson@fr,WIKI:FR:Torpedo
2,213844,00023521n,621,torpille>poisson@fr,WIKI:FR:Narcinidae
2,260706,00042150n,774,guitare>instrument de musique@fr,WIKI:FR:guitare
2,213758,00007955n,1148,baguette>pain@fr,WIKI:FR:baguette_(pain)
2,229272,00018739n,3062,baguette>couvert@fr,WIKI:FR:baguettes_(couverts_asiatiques)
2,213761,00009041n,1289,baguette>bâton@fr,WIKI:FR:Baguette_de_chef_d'orchestre
2,229273,00009041n,730,baguette>tambour@fr,WIKI:FR:Baguette_de_chef_d'orchestre
2,213758,00051688n,1178,baguette>pain@fr,OMWIKI:FR:miche
2,213759,00080430n,3161,baguette>baguette magique@fr,WIKI:FR:baguette_magique
2,229272,00080430n,546,baguette>couvert@fr,WIKI:FR:baguette_magique
2,213758,00036432n,1165,baguette>pain@fr,WNTR:FR:pain_français_1.00000_0_0
2,213761,00069565n,649,baguette>bâton@fr,WIKI:FR:sceptre
2,213478,00035477n,1255,flûte>instrument à vent@fr,WIKI:FR:flûte
2,213482,04918153n,1243,flûte>pain@fr,WIKI:FR:Flûte_(pain)
2,213481,03849894n,1056,flûte>navire@fr,WIKI:FR:Flûte_(bateau)
2,213479,00017608n,3744,flûte>verre@fr,WIKI:FR:flûte_(verre)
2,213478,00017700n,982,flûte>instrument à vent@fr,WIKI:FR:chanterelle_(musique)
2,242022,00019957n,2225,armoire>meuble@fr,WIKIDATA:FR:armoire
2,242022,00019955n,2507,armoire>meuble@fr,WIKI:FR:armoire
2,242022,00005768n,1729,armoire>meuble@fr,OMWN:FR:armoire
2,242022,00012121n,1316,armoire>meuble@fr,WIKI:FR:bibliothèque_(meuble)
2,3492179,03526470n,1272,bouchon>adaptateur@fr,WIKI:FR:Bouchon_(informatique)
2,213734,00012358n,1785,bouchon>bouteille@fr,OMWIKI:FR:bouchon
2,1442114,04762931n,658,bouchon>bouchée de viande@fr,WIKI:FR:Bouchon_(bouchée_de_viande)
2,213731,00072410n,3761,bouchon>embouteillage@fr,WIKI:FR:embouteillage_(route)
2,213732,00022661n,625,bouchon>flotteur@fr,WIKI:FR:liège_(matériau)
2,213734,00063067n,1812,bouchon>bouteille@fr,WIKI:FR:Bonde_(sanitaire)
2,213732,00011700n,1499,bouchon>flotteur@fr,WIKIDATA:FR:bouchon
2,213734,00013887n,1913,bouchon>bouteille@fr,WIKI:FR:bouchon_de_bouteille
2,213731,00021816n,2412,bouchon>embouteillage@fr,WIKT:FR:embouteillage
2,213734,00012351n,2102,bouchon>bouteille@fr,OMWIKI:FR:bouchon
2,213733,15982714n,1500,bouchon>restaurant@fr,WIKIDATA:FR:Bouchon
2,240927,00069010n,1298,salière>sel@fr,WIKI:FR:salière_(ustensile_de_cuisine)
2,392226,00340762n,636,bricolage>activité manuelle@fr,WIKI:FR:Bricolage_(album)
2,392226,00127176n,768,bricolage>activité manuelle@fr,WIKI:FR:Bricolage
2,270382,00003200n,720,servante>domestique@fr,WIKT:FR:servante
2,270382,00067423n,1040,servante>domestique@fr,WIKIDATA:FR:domestique
2,270384,01588378n,1044,servante>papillon@fr,WIKI:FR:Servante_(insecte)
2,233356,01993100n,603,serpent>démon tentateur@fr,WIKI:FR:Nahash
2,233357,00008924n,731,serpent>instrument de musique@fr,WIKI:FR:tuba_(musique)
2,216076,00013813n,856,tableau>affichage de renseignements@fr,OMWN:FR:panneau_d'affichage
2,216077,00075812n,1443,tableau>liste@fr,OMWIKI:FR:tableau
2,216077,00005869n,676,tableau>liste@fr,WIKI:FR:tableau_(structure_de_données)
2,216075,00011012n,1296,tableau>école@fr,WIKI:FR:tableau_noir
2,216076,01447555n,522,tableau>affichage de renseignements@fr,WIKIDATA:FR:tableau
2,216077,15024437n,854,tableau>liste@fr,WIKI:FR:Tableau_(poker)
2,216077,00075815n,1554,tableau>liste@fr,OMWN:FR:dépôt
2,216077,00011641n,2331,tableau>liste@fr,OMWN:FR:table
2,216076,00069757n,713,tableau>affichage de renseignements@fr,WIKT:FR:tableau_d'affichage
2,228845,00022422n,809,poêle>ustensile de cuisine@fr,OMWIKI:FR:casserole
2,259003,00074479n,2275,poêle>appareil de chauffage@fr,WIKI:FR:poêle_(chauffage)
2,259003,00022423n,898,poêle>appareil de chauffage@fr,WIKI:FR:cuisinière_(appareil)
2,228845,00036719n,678,poêle>ustensile de cuisine@fr,WIKI:FR:poêle_(cuisine)
2,213789,05016751n,575,pique>raillerie@fr,WIKI:FR:Pique_(corrida)
